source,target,weight
REO,reuters.com,1
REO,theguardian.com,1
REO,videnskab.dk,1
REO,weekendavisen.dk,1
Radikale venstre classic,nan,5
Ragnar Lodbrok,swebbtv.se,1
Randers fri debat,24nyt.dk,7
Randers fri debat,berlingske.dk,2
Randers fri debat,denkorteavis.dk,3
Randers fri debat,ditoverblik.dk,2
Randers fri debat,folkets.dk,1
Randers fri debat,indblik.net,2
Randers fri debat,journalista.dk,1
Randers fri debat,klimarealisme.dk,1
Randers fri debat,ksdha.wordpress.com,1
Randers fri debat,nan,2
Randers fri debat,nyheder.tv2.dk,1
Randers fri debat,weekendavisen.dk,1
Rasmus Elmelund,politiken.dk,1
Rasmus Elmelund,vg.no,1
Rasmus Hammerich,borgerforslag.dk,1
Rasmus Hammerich,nan,3
Rasmus Paludan,nan,1
Rasmus Paludan som statsminister,24nyt.dk,2
Rene Faurskov,nan,10
Renster,ing.dk,1
René Christensen - Dansk Folkeparti,ditoverblik.dk,2
René Christensen - Dansk Folkeparti,nan,4
René Christensen - Dansk Folkeparti,politiken.dk,1
René Jørgensen - Dansk Folkeparti,altinget.dk,1
René Jørgensen - Dansk Folkeparti,ditoverblik.dk,2
René Jørgensen - Dansk Folkeparti,facebook,2
René Jørgensen - Dansk Folkeparti,folkets.dk,1
René Jørgensen - Dansk Folkeparti,fyens.dk,4
René Jørgensen - Dansk Folkeparti,jyllands-posten.dk,1
René Jørgensen - Dansk Folkeparti,nan,6
René Jørgensen - Dansk Folkeparti,nyheder.tv2.dk,1
Richard Mosesson,svt.se,1
Richard Sandbæk,berlingske.dk,3
Rickykatten,gota.media,1
Robert Lundkvist 🌻,varldenidag.se,1
Robin Eriksson,nan,1
Roger Utterström,nan,1
Roland X ❤️ Z,samnytt.se,1
Roland🇸🇪,klimatupplysningen.se,1
Roskilde KommunalDEBAT uden Filter & KV21,altinget.dk,1
Roskilde KommunalDEBAT uden Filter & KV21,dr.dk,1
Roskilde KommunalDEBAT uden Filter & KV21,jyllands-posten.dk,1
Roskilde KommunalDEBAT uden Filter & KV21,nan,3
Roskilde KommunalDEBAT uden Filter & KV21,raeson.dk,1
Roskilde KommunalDEBAT uden Filter & KV21,sn.dk,1
Rune Bønnelykke,nan,1
Rune Espensen,berlingske.dk,1
Rune Espensen,nan,1
Rune Oliver Christensen,facebook,10
Rune Oliver Christensen,nan,4
Rune Oliver Christensen,nyheder.tv2.dk,2
Rädda jakten,nan,1
Rød Blok Indefra,journalista.dk,1
SAMFUNDSDEBAT FOR ALLE I DK,180grader.dk,1
SAMFUNDSDEBAT FOR ALLE I DK,altinget.dk,1
SAMFUNDSDEBAT FOR ALLE I DK,bbc.co.uk,1
SAMFUNDSDEBAT FOR ALLE I DK,borgerforslag.dk,2
SAMFUNDSDEBAT FOR ALLE I DK,denkorteavis.dk,1
SAMFUNDSDEBAT FOR ALLE I DK,dr.dk,4
SAMFUNDSDEBAT FOR ALLE I DK,facebook,1
SAMFUNDSDEBAT FOR ALLE I DK,information.dk,3
SAMFUNDSDEBAT FOR ALLE I DK,jyllands-posten.dk,3
SAMFUNDSDEBAT FOR ALLE I DK,kristeligt-dagblad.dk,1
SAMFUNDSDEBAT FOR ALLE I DK,mm.dk,4
SAMFUNDSDEBAT FOR ALLE I DK,nan,11
SAMFUNDSDEBAT FOR ALLE I DK,nyheder.tv2.dk,6
SAMFUNDSDEBAT FOR ALLE I DK,politiken.dk,2
SAMFUNDSDEBAT FOR ALLE I DK,reuters.com,1
SAMFUNDSDEBAT FOR ALLE I DK,zetland.dk,1
"SH (#303, QFD)",faz.net,1
STOP MEGA vindmøller ved Broholm,faa.dk,20
STOP MEGA vindmøller ved Broholm,jv.dk,1
STOP MEGA vindmøller ved Broholm,nan,5
STOP med at tage fra de lavtlønnede,ekstrabladet.dk,1
Samnytt,samnytt.se,1
Sandhedens time,berlingske.dk,1
Sandhedens time,bt.dk,1
Sandhedens time,kristeligt-dagblad.dk,1
Sanningen Om Klimatet,indblik.dk,1
Sanningen Om Klimatet,jyllands-posten.dk,1
Sanningen Om Klimatet,nan,2
Sanningen Om Klimatet,weekendavisen.dk,1
Sarah Maria Grønbæk - Byrådskandidat for Venstre i Sønderborg Kommune,facebook,1
Sarah Maria Grønbæk - Byrådskandidat for Venstre i Sønderborg Kommune,nan,1
Saša,nan,1
Schiller Instituttets gruppe,nan,1
Schiller Instituttets gruppe,nyheder.tv2.dk,1
Schiller Instituttets gruppe,theguardian.com,1
SchwarzeHexe,nan,1
Selvstændige,finans.dk,1
Siegfried Sinnig,nan,1
Signe Sysse Grünfeld-Bierre,readyandhyped.blogspot.com,1
Sir Mats Ekberg 🇸🇪 🎗🪓,gota.media,1
Skal danske dagsommerfugle fredes?,altinget.dk,7
Skal danske dagsommerfugle fredes?,borgerforslag.dk,1
Skal danske dagsommerfugle fredes?,dagbladet.no,1
Skal danske dagsommerfugle fredes?,dr.dk,2
Skal danske dagsommerfugle fredes?,europarl.europa.eu,1
Skal danske dagsommerfugle fredes?,facebook,1
Skal danske dagsommerfugle fredes?,gylle.dk,4
Skal danske dagsommerfugle fredes?,information.dk/indland,1
Skal danske dagsommerfugle fredes?,jyllands-posten.dk,1
Skal danske dagsommerfugle fredes?,landbrugsavisen.dk,1
Skal danske dagsommerfugle fredes?,nan,14
Skal danske dagsommerfugle fredes?,politiken.dk,4
Skal danske dagsommerfugle fredes?,weekendavisen.dk,1
Skarpheden,youtube,1
Snaphanen,altinget.dk,1
Snaphanen,dlvr.it,1
Snaphanen,jp.dk,1
Snyggo 🪓🎄🐘🥓🔫,gota.media,1
Snyggo 🪓🎄🐘🥓🔫,samnytt.se,1
Socialdemokratiet i Hillerød,facebook,3
Socialdemokratiet i Hillerød,nan,2
Solros Planta,samnytt.se,1
Sophie H. Andersen,bit.ly,1
Sophie H. Andersen,nan,11
Soulfly (7-klövern är inte ett alternativ),newsvoice.se,1
Soulfly (7-klövern är inte ett alternativ),youtube,1
Soulfly (blåbrun 7-klövern är inte ett alternativ),di.se,1
Soulfly (blåbrun 7-klövern är inte ett alternativ),fplus.se,1
Speakers corner 2.0  Nynäshamns Öppna Forum Utan  Censur Från Admin.,jyllands-posten.dk,1
Speakers corner 2.0  Nynäshamns Öppna Forum Utan  Censur Från Admin.,politiken.dk,1
Spicer🪓,gota.media,1
Spicer🪓,twitter,1
Spotnicka,aftonbladet.se,1
Sprog for sjov - og i alvor,dr.dk,1
Sprog for sjov - og i alvor,ing.dk,1
Sprog for sjov - og i alvor,landbrugsavisen.dk,1
Sprog for sjov - og i alvor,nan,20
Sprog for sjov - og i alvor,politiken.dk,1
Sprog for sjov - og i alvor,videnskab.dk,1
Sprog for sjov - og i alvor,weekendavisen.dk,1
Statskundskab SDU,nan,2
Steen Holm Iversen,facebook,4
Steen Holm Iversen,nan,10
Stefan Agger,kontrast.dk,1
Stefan Agger,nan,1
Stefan Johansson,nan,2
Stefan Johansson,podcasts.apple.com,1
Steffen Daugaard - byrådsmedlem,ditoverblik.dk,1
Steffen Daugaard - byrådsmedlem,nan,4
Steffen Troldtoft - Public Profile,baeredygtigtlandbrug.dk,1
Steffen Troldtoft - Public Profile,effektivtlandbrug.landbrugnet.dk,1
Steffen Troldtoft - Public Profile,facebook,3
Steffen Troldtoft - Public Profile,jyllands-posten.dk,2
Steffen Troldtoft - Public Profile,nan,4
Stelbente Sture,di.se,1
Sten Schou,nyheder.tv2.dk,1
Sten Schou,vejr.tv2.dk,2
Stephan Engberg - trustworthy digitalisering,nan,1
Stig Christensen,bulletin.nu,1
Stockholm Independence Party,twitter,3
Stolt brunröd,kvartal.se,1
Stolzes Mitglied der ungeimpften Kontrollgruppe,nan,1
Stop EU og Islam,altinget.dk,1
Stop EU og Islam,facebook,1
Stop EU og Islam,indblik.dk,1
Stop EU og Islam,jv.dk,1
Stop EU og Islam,ksdha.wordpress.com,8
Stop EU og Islam,maskinbladet.dk,1
Stop EU og Islam,nan,1
Stop EU og Islam,nyheder.tv2.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,altinget.dk,2
Stop Havbrugssvineriet I Danmark S.H.I.D.,borgerforslag.dk,3
Stop Havbrugssvineriet I Danmark S.H.I.D.,bt.dk,2
Stop Havbrugssvineriet I Danmark S.H.I.D.,dagbladet.no,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,dr.dk,3
Stop Havbrugssvineriet I Danmark S.H.I.D.,facebook,15
Stop Havbrugssvineriet I Danmark S.H.I.D.,gylle.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,ing.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,jyllands-posten.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,nan,25
Stop Havbrugssvineriet I Danmark S.H.I.D.,politiken.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,videnskab.dk,1
Stop Havbrugssvineriet I Danmark S.H.I.D.,zetland.dk,1
Stop Islamiseringen Af Danmark,dr.dk,1
Stop Islamiseringen Af Danmark,jyllands-posten.dk,1
Stop Islamiseringen Af Danmark,nan,1
Stop Islamiseringen Af Danmark,tv2lorry.dk,1
Stop aflivning af sunde mink,altinget.dk,1
Stop aflivning af sunde mink,effektivtlandbrug.landbrugnet.dk,2
Stop aflivning af sunde mink,ing.dk,2
Stop aflivning af sunde mink,journalista.dk,1
Stop aflivning af sunde mink,landbrugsavisen.dk,1
Stop aflivning af sunde mink,nan,3
Stop klimahysteriet,berlingske.dk,4
Stop klimahysteriet,dr.dk,2
Stop klimahysteriet,eike-klima-energie.eu,1
Stop klimahysteriet,ekstrabladet.dk,2
Stop klimahysteriet,facebook,46
Stop klimahysteriet,forbes.com,1
Stop klimahysteriet,indblik.net,4
Stop klimahysteriet,jv.dk,3
Stop klimahysteriet,jyllands-posten.dk,4
Stop klimahysteriet,klimarealisme.dk,18
Stop klimahysteriet,kristeligt-dagblad.dk,2
Stop klimahysteriet,nan,38
Stop klimahysteriet,nature.com,1
Stop klimahysteriet,nypost.com,1
Stop klimahysteriet,politiken.dk,2
Stop klimahysteriet,resett.no,1
Stop klimahysteriet,rt.com,1
Stop klimahysteriet,thegwpf.org,2
Stop klimahysteriet,tv2ostjylland.dk,1
Stop klimahysteriet,wattsupwiththat.com,2
Stop klimahysteriet,weekendavisen.dk,1
Stop klimahysteriet,weforum.org,1
Stop sharia loven nu,dr.dk,1
Stop sharia loven nu,klimatsans.com,1
Stopp FNs Migrasjonsavtale,nan,5
Stopp FNs Migrasjonspakt,resett.no,1
Stoppa Islamiseringen Av Sverige,nan,1
Stoppa PK maffian,nan,1
Storm over Europa,nan,4
Storm over Europa,nytimes.com,1
Stram Kurs,nan,1
Stram Kurs (åben debat),altinget.dk,1
Stram Kurs (åben debat),ksdha.wordpress.com,1
Stram Kurs (åben debat),nan,5
Stram Kurs Esbjerg,jyllands-posten.dk,1
Stram Kurs Fredericia,nan,1
Strogge,fplus.se,1
"Stén Knuth, Idrætsordfører Venstre",nan,1
Støt Pernille Vermund,24nyt.dk,1
Støt de danske minkavlere 2020-22,effektivtlandbrug.landbrugnet.dk,1
Støt de danske minkavlere 2020-22,nan,2
Støttegruppe for Dansk Folkeparti I Fredericia Kommune,ditoverblik.dk,1
Støttegruppe for Dansk Folkeparti I Fredericia Kommune,facebook,1
Støttegruppe for Dansk Folkeparti I Fredericia Kommune,nan,1
Støttegruppe for Dansk Folkeparti I Fredericia Kommune,nyheder.tv2.dk,1
Sumadartson,nan,1
Sundhedsplatformen? NejTak!,nan,2
Sunt Förnuft 🐘,gota.media,1
Susannah Gabrielson,gp.se,1
Susanne Marianne Møller,nan,2
Sven Pernils 🇸🇪🇺🇦,gp.se,1
Sven-Åke Pettersson,di.se,1
Sven-Åke Pettersson,gota.media,1
SvendborgKV21Debat,faa.dk,1
SvendborgKV21Debat,information.dk,1
SvendborgKV21Debat,jyllands-posten.dk,1
SvendborgKV21Debat,nyheder.tv2.dk,1
Sverige först Gör Sverige lagom igen,nan,1
Sverige först och främst,nan,2
Sverigebilden,jyllands-posten.dk,1
Sverigebilden,miljoogklima.dk,1
Sveriges folk kräver yttrandefrihet och demokrati,derimot.no,1
Swedtraders,di.se,1
Swedtraders,gota.media,1
Swedtraders,nan,2
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,berlingske.dk,1
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,dr.dk,2
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,ekstrabladet.dk,1
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,facebook,5
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,ksdha.wordpress.com,3
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,nan,9
Sysser Nørholm - Nye Borgerlige - Aalborg Nordkredsen,nyheder.tv2.dk,2
Sysser Nørholm - Nye Borgerlige - Nordjylland,nyeborgerlige.dk,2
System Versagen,flinkfeed.com,1
Sólbjørg Jakobsen,facebook,1
Sólbjørg Jakobsen,nan,2
Søren A.B.,jp.dk,1
Søren A.B.,nan,2
Søren A.B.,nyheder.tv2.dk,1
Søren Espersen,berlingske.dk,1
Søren Espersen,danskfolkeparti.dk,1
Søren Espersen,ditoverblik.dk,4
Søren Espersen,jyllands-posten.dk,1
Søren Espersen,kristeligt-dagblad.dk,1
Søren Espersen,nan,2
Søren Pedersen,jp.dk,1
"Søren Revsbæk, byrådsmedlem Venstre",nan,1
TAXIFORUM Danmark 🇩🇰,berlingske.dk,3
TAXIFORUM Danmark 🇩🇰,dailymail.co.uk,1
TAXIFORUM Danmark 🇩🇰,facebook,1
TAXIFORUM Danmark 🇩🇰,ing.dk,1
TAXIFORUM Danmark 🇩🇰,jyllands-posten.dk,1
TAXIFORUM Danmark 🇩🇰,nan,9
TAXIFORUM Danmark 🇩🇰,sn.dk,1
"TRUMP.GETTR! Dodgeman4ever. FOLLOW ME, FOLLOW YOU!",jp.dk,1
TV 2 VEJRETs vejrdebat,berlingske.dk,3
TV 2 VEJRETs vejrdebat,bt.dk,3
TV 2 VEJRETs vejrdebat,dr.dk,7
TV 2 VEJRETs vejrdebat,facebook,2
TV 2 VEJRETs vejrdebat,indblik.net,1
TV 2 VEJRETs vejrdebat,independent.co.uk,3
TV 2 VEJRETs vejrdebat,ing.dk,1
TV 2 VEJRETs vejrdebat,jyllands-posten.dk,8
TV 2 VEJRETs vejrdebat,klimarealisme.dk,2
TV 2 VEJRETs vejrdebat,kristeligt-dagblad.dk,3
TV 2 VEJRETs vejrdebat,nan,11
TV 2 VEJRETs vejrdebat,nrk.no,1
TV 2 VEJRETs vejrdebat,nyheder.tv2.dk,8
TV 2 VEJRETs vejrdebat,phys.org,4
TV 2 VEJRETs vejrdebat,politiken.dk,1
TV 2 VEJRETs vejrdebat,t-online.de,1
TV 2 VEJRETs vejrdebat,theguardian.com,1
TV 2 VEJRETs vejrdebat,vejr.tv2.dk,8
TV 2 VEJRETs vejrdebat,videnskab.dk,5
TV 2 VEJRETs vejrdebat,weekendavisen.dk,1
TV 2 VEJRETs vejrdebat,wsj.com,1
Tage Hougaard,nan,1
Tania Groth,24nyt.dk,1
Tania Groth,newspeek.info,1
Tania Groth (Gettr: Tania Groth - @Falkoner1),berlingske.dk,3
Tania Groth (Gettr: Tania Groth - @Falkoner1),jp.dk,1
Tania Groth (Gettr: Tania Groth - @Falkoner1),nyeborgerlige.dk,1
Tania Groth (Gettr: Tania Groth - @Falkoner1),videnskab.dk,1
Tanke Boksen - For Jyderne,24nyt.dk,1
Tanke Boksen - For Jyderne,dr.dk,5
Tanke Boksen - For Jyderne,information.dk,2
Tanke Boksen - For Jyderne,nan,6
Tant Magda🇸🇪🐘💙,aftonbladet.se,1
Tant58 🐘,nan,1
Taxinyt,ditoverblik.dk,1
Taxinyt,videnskab.dk,1
The sweet⭐,gota.media,1
The wall,nan,1
Thomas Axelsson,aftonbladet.se,1
Thomas Axelsson,di.se,1
Thomas Axelsson,gota.media,1
Thomas Hahn-Thomsen,detgodasamhallet.com,1
Thomas Hahn-Thomsen,information.dk,1
Thomas Hahn-Thomsen,jp.dk,1
Thomas Hahn-Thomsen,kristeligt-dagblad.dk,1
Thomas Hahn-Thomsen,nan,1
Thomas Hahn-Thomsen,samnytt.se,1
Thomas Hahn-Thomsen,uvell.se,3
Thomas Hahn-Thomsen,vlt.se,1
Thomas Hahn-Thomsen,youtube,1
Thomas Hjort,nan,1
Thomas Ibenforth,samtiden.nu,1
Thomas L,di.se,1
Thorkild Bisbo,ekstrabladet.dk,3
Tim Pindstofte - Struer Byråd,altinget.dk,2
Tim Pindstofte - Struer Byråd,avisendanmark.dk,1
Tim Pindstofte - Struer Byråd,dagbladet-holstebro-struer.dk,2
Tim Pindstofte - Struer Byråd,facebook,1
Tim Pindstofte - Struer Byråd,finans.dk,1
Tim Pindstofte - Struer Byråd,maskinbladet.dk,1
Tim Pindstofte - Struer Byråd,nan,2
Timo Jensen,bt.dk,1
Timo Jensen,dr.dk,1
Timo Jensen,weekendavisen.dk,1
Tina Andersen,berlingske.dk,1
Tina Andersen,dr.dk,1
Tina Andersen,nan,1
Tom Andersen,borgerforslag.dk,1
Tom Andersen,dr.dk,1
Tom Andersen,gylle.dk,1
Tom Andersen,information.dk,5
Tom Andersen,nan,18
Tom Andersen,nyheder.tv2.dk,1
Tom Andersen,politiken.dk,2
Tom B. Nielsen,jp.dk,2
Tom B. Nielsen,kristeligt-dagblad.dk,1
Tom B. Nielsen,nan,1
Tom B. Nielsen,nyheder.tv2.dk,1
Tom B. Nielsen,rokokoposten.dk,1
Tom B. Nielsen,tvmidtvest.dk,1
Tom Lysgaard,facebook,1
Tom Lysgaard,jyllands-posten.dk,1
Tom Lysgaard,nan,4
Tomas Lindgren,gota.media,1
Tomas Lindgren,nan,1
Tomas Tobé,nan,1
Tommy,di.se,1
Tommy,gota.media,1
Tommy,gp.se,1
Tonny Voldby Pedersen Folketings- og kommunalvalgskandidat Nye Borgerlige,jyllands-posten.dk,1
Torben L-Larsen,aftonbladet.se,1
Torben Mørk - Nye Borgerlige,facebook,2
Torben Mørk - Nye Borgerlige,indblik.net,1
Torben Mørk - Nye Borgerlige,nan,2
Tord Boman,nan,1
Transparency International Danmark,politiken.dk,1
Trapholt,facebook,19
Trapholt,nan,5
Troels Frøling,nan,1
Trykkefrihedsselskabet,document.dk,1
Trykkefrihedsselskabet,dr.dk,1
Trykkefrihedsselskabet,jungefreiheit.de,1
Trykkefrihedsselskabet,jyllands-posten.dk,1
Trykkefrihedsselskabet,nan,2
Tænketanken KILV,borsen.dk,1
Tænketanken KILV,nyheder.tv2.dk,1
UCantTouchThis,jp.dk,1
UCantTouchThis,jyllands-posten.dk,1
UCantTouchThis,nan,2
Ud med mette og mogens,berlingske.dk,1
Ud med mette og mogens,landbrugsavisen.dk,1
Ud med mette og mogens,nan,1
UlBes,nan,1
Ulla Kokfelt,altinget.dk,1
Ulla Kokfelt,berlingske.dk,3
Ulla Kokfelt,bt.dk,1
Ulla Kokfelt,dr.dk,2
Ulla Kokfelt,facebook,4
Ulla Kokfelt,jyllands-posten.dk,4
Ulla Kokfelt,klimarealisme.dk,3
Ulla Kokfelt,kristeligt-dagblad.dk,1
Ulla Kokfelt,nan,20
Ulla Kokfelt,stiften.dk,1
Ulrik Nick Lassen,berlingske.dk,1
Ulrik Nick Lassen,jyllands-posten.dk,1
Ulrik Nick Lassen,nan,1
Ulrik Nick Lassen,tv2lorry.dk,1
Umweltbewusster Patriot,nan,1
Ursula Overgaard,altinget.dk,1
Ursula Overgaard,berlingske.dk,2
Ursula Overgaard,borsen.dk,1
Ursula Overgaard,denkorteavis.dk,1
Ursula Overgaard,dr.dk,3
Ursula Overgaard,information.dk,1
Ursula Overgaard,jp.dk,1
Ursula Overgaard,lnkd.in,29
Ursula Overgaard,raeson.dk,1
Ursula Overgaard,videnskab.dk,1
Uwe Max Jensen,24nyt.dk,1
Uwe Max Jensen,balletmagnifique.blogspot.com,9
Uwe Max Jensen,fightthepowerwithfreespeech.blogspot.com,5
Uwe Max Jensen,nan,15
Uwe Max Jensen,readyandhyped.blogspot.com,11
Uwe Max Jensen,twitter,13
VES,folkets.dk,1
VES,nan,1
VES,newspeek.info,2
VES - Pure Blood,a.msn.com,2
VES - Pure Blood,altinget.dk,1
VES - Pure Blood,berlingske.dk,1
VES - Pure Blood,bit.ly,1
VES - Pure Blood,jp.dk,4
VES - Pure Blood,nan,6
VES - Pure Blood,nyheder.tv2.dk,1
VES - Pure Blood,politiken.dk,1
VES - Pure Blood,vejr.tv2.dk,2
VES - Pure Blood,videnskab.dk,2
VORES SÆBY,facebook,2
VORES SÆBY,nan,7
VORES SÆBY,nordjyske.dk,1
VORES SÆBY,nyheder.tv2.dk,1
VORES SÆBY,politiken.dk,1
Vad kommer hända med Sverige?,fyens.dk,1
Valdemar Hansen,jp.dk,1
Veganerpartiet,altinget.dk,5
Veganerpartiet,berlingske.dk,5
Veganerpartiet,borgerforslag.dk,4
Veganerpartiet,dr.dk,7
Veganerpartiet,facebook,70
Veganerpartiet,gylle.dk,1
Veganerpartiet,information.dk,2
Veganerpartiet,ing.dk,1
Veganerpartiet,jyllands-posten.dk,3
Veganerpartiet,landbrugsavisen.dk,3
Veganerpartiet,mailchi.mp,1
Veganerpartiet,maskinbladet.dk,1
Veganerpartiet,miljoogklima.dk,2
Veganerpartiet,nan,79
Veganerpartiet,theguardian.com,2
Veganerpartiet,tv2ostjylland.dk,1
Veganerpartiet,zetland.dk,1
Vegtam Borsson,derimot.no,2
Vegtam Borsson,klimarealistene.com,3
Vegtam Borsson,nan,4
Velajo,eike-klima-energie.eu,3
Velajo,nan,1
Velajo,qpress.de,1
Venstre Bornholm,facebook,1
Venstre Bornholm,nan,2
Venstre i Gentofte,nan,4
Venstre i Glostrup,facebook,3
Venstre i Glostrup,nan,4
Venstre i Glostrup,politiken.dk,1
Venstre i Langaa Stevnstrup,nan,2
Venstre i Silkeborg Kommune,jyllands-posten.dk,1
Venstre i Silkeborg Kommune,nan,8
Venstre Østbornholm,berlingske.dk,2
Venstre Østbornholm,dr.dk,1
Venstre Østbornholm,facebook,1
Venstre Østbornholm,nan,2
"Venstre, Danmarks Liberale Parti",dr.dk,1
"Venstre, Danmarks Liberale Parti",facebook,5
"Venstre, Danmarks Liberale Parti",nan,3
Veronica🇩🇰,nan,1
Very Sure,nan,1
Vi der elsker Monrad og Rislund,nyheder.tv2.dk,1
Vi gider ikke mere klynk og krænkelser,berlingske.dk,1
Vi gider ikke mere klynk og krænkelser,bt.dk,1
Vi gider ikke mere klynk og krænkelser,expressen.se,1
Vi kæmper aktivt for ulven,dagbladet-holstebro-struer.dk,12
Vi kæmper aktivt for ulven,dr.dk,8
Vi kæmper aktivt for ulven,euronews.com,1
Vi kæmper aktivt for ulven,facebook,10
Vi kæmper aktivt for ulven,holmskjold.net,34
Vi kæmper aktivt for ulven,information.dk,1
Vi kæmper aktivt for ulven,jaktjournalen.se,1
Vi kæmper aktivt for ulven,jv.dk,2
Vi kæmper aktivt for ulven,landbrugsavisen.dk,4
Vi kæmper aktivt for ulven,nan,49
Vi kæmper aktivt for ulven,nyheder.tv2.dk,1
Vi kæmper aktivt for ulven,politiken.dk,2
Vi kæmper aktivt for ulven,tvmidtvest.dk,1
Vi som gillar Thomas Morells arbete för Svenska åkerier,nan,1
Vi som vill arrestera och lagsöka den kriminella svenska regimen även retro,folkets.dk,1
"Vi, der støtter Venstre.",a.msn.com,1
"Vi, der støtter Venstre.",altinget.dk,13
"Vi, der støtter Venstre.",badische-zeitung.de,1
"Vi, der støtter Venstre.",berlingske.dk,10
"Vi, der støtter Venstre.",bt.dk,4
"Vi, der støtter Venstre.",dr.dk,7
"Vi, der støtter Venstre.",e-pages.dk,1
"Vi, der støtter Venstre.",effektivtlandbrug.landbrugnet.dk,1
"Vi, der støtter Venstre.",ekstrabladet.dk,1
"Vi, der støtter Venstre.",facebook,5
"Vi, der støtter Venstre.",finans.dk,1
"Vi, der støtter Venstre.",folkets.dk,1
"Vi, der støtter Venstre.",fyens.dk,1
"Vi, der støtter Venstre.",indblik.net,2
"Vi, der støtter Venstre.",information.dk,2
"Vi, der støtter Venstre.",ing.dk,4
"Vi, der støtter Venstre.",jv.dk,2
"Vi, der støtter Venstre.",jyllands-posten.dk,15
"Vi, der støtter Venstre.",klimarealisme.dk,1
"Vi, der støtter Venstre.",kristeligt-dagblad.dk,5
"Vi, der støtter Venstre.",landbrugsavisen.dk,2
"Vi, der støtter Venstre.",maskinbladet.dk,1
"Vi, der støtter Venstre.",msn.com,1
"Vi, der støtter Venstre.",nan,81
"Vi, der støtter Venstre.",nyheder.tv2.dk,9
"Vi, der støtter Venstre.",politiken.dk,4
"Vi, der støtter Venstre.",raeson.dk,1
"Vi, der støtter Venstre.",rokokoposten.dk,1
"Vi, der støtter Venstre.",sn.dk,1
"Vi, der støtter Venstre.",videnskab.dk,5
"Vi, der støtter Venstre.",weekendavisen.dk,2
Viggen,jp.dk,1
Viggen,nan,1
Viktor Baranoff,20min.ch,1
Viktor Baranoff,bayernistfrei.com,1
Viktor Baranoff,eike-klima-energie.eu,7
Viktor Baranoff,krisenfrei.com,1
Viktor Baranoff,nan,2
Viktor Baranoff,sciencefiles.org,1
Vilfred Hansen,derimot.no,3
Vilfred Hansen,klimarealistene.com,3
Vilfred Hansen,nan,3
Villy Andersen,disq.us,1
Villy Andersen,dr.dk,1
Villy Andersen,videnskab.dk,1
Vincent Strandh,nan,1
Vindmøller i Viborg Kommune,altinget.dk,2
Vindmøller i Viborg Kommune,berlingske.dk,3
Vindmøller i Viborg Kommune,dr.dk,2
Vindmøller i Viborg Kommune,indblik.net,2
Vindmøller i Viborg Kommune,jv.dk,1
Vindmøller i Viborg Kommune,jyllands-posten.dk,2
Vindmøller i Viborg Kommune,kristeligt-dagblad.dk,1
Vindmøller i Viborg Kommune,nan,4
Vindmøller i Viborg Kommune,nyheder.tv2.dk,1
Vindmøller i Viborg Kommune,stiften.dk,1
Vordingborg KommunalDEBAT,dr.dk,2
Vordingborg KommunalDEBAT,nan,1
Vordingborg KommunalDEBAT,tv2east.dk,1
Vores Gilleleje,nan,2
Våga Varg?,nan,1
WIWARO,derimot.no,1
Widén 🇸🇪🇸🇪🇸🇪,gota.media,1
Wilhelm Lundberg,di.se,1
Willy Salomonsson,aftonbladet.se,1
Willy Salomonsson,gota.media,1
Winston C,information.dk,2
Wolfgang Oser nun auch bei GETTR,nan,1
Women In White - WIW,nan,1
Xfiles,dt.se,5
Xfiles,swebbtv.se,1
Ygro,samnytt.se,1
Yvonne Jandreus,youtube,1
anders,nan,1
angela olsson,gota.media,1
anngun,detgodasamhallet.com,1
anusa,gota.media,1
aspelyckan,gota.media,1
bent gren,jyllands-posten.dk,1
bernhard zocher,faz.net,1
carsten reyhe,gp.se,1
carsten reyhe,jp.dk,4
carsten reyhe,k.dk,2
carsten reyhe,politiken.dk,2
carsten reyhe,sydsvenskan.se,1
carsten reyhe,videnskab.dk,1
christoffer dalgaard,nan,3
christoffer dalgaard,nytimes.com,1
covid19-danmark,dr.dk,1
covid19-danmark,nyheder.tv2.dk,1
ddbradio,tl.gd,1
deborah.dk,information.dk/indland,1
deborah.dk,jyllands-posten.dk,1
deborah.dk,nan,1
deborah.dk,videnskab.dk,2
dieUnbestechlichen.com,dieunbestechlichen.com,1
dkdox.tv,facebook,1
dkdox.tv,information.dk,1
dkdox.tv,jyllands-posten.dk,3
dkdox.tv,nan,3
dkdox.tv,nyheder.tv2.dk,2
elizabeth,gota.media,1
ella.bauer@googlemail.com,nan,1
ella.bauer@googlemail.com,pi-news.net,1
felixnaturix,nan,1
flinke,gab.com,1
"flinke, maganarkist.",berlingske.dk,1
